regime,total_pnl,avg_daily_pnl,median_daily_pnl,avg_win_rate,avg_trade_count,avg_daily_volume,avg_leverage,avg_long_short_ratio
Fear,3011493.7543619997,4396.341247243795,109.005815,0.7432272312461666,105.93430656934306,733184.086540146,0.0518345978447116,1.9666364290505163
Greed,4725176.452934,4177.874847863837,271.246809,0.7562888978774356,76.89655172413794,348786.61495137046,2.746699383935927,1.5157585935211189
Neutral,2517816.74201,4804.993782461833,180.85056600000001,0.7532448969329536,98.63167938931298,561813.0015458015,0.0542538834580118,1.9861102924571332
