leverage_group,regime,avg_daily_pnl,win_rate,avg_daily_trades,avg_long_short_ratio
High Leverage,Fear,5948.464392027438,0.8465338891462096,85.84451219512195,1.9071027504455895
High Leverage,Greed,4092.9170512098294,0.7976201808662542,45.901701323251416,1.504033924466723
High Leverage,Neutral,7550.846846694981,0.8518274178651537,67.7104247104247,1.5046214439590535
Low Leverage,Fear,2970.30093494958,0.8347270928873303,124.3921568627451,2.021334038525071
Low Leverage,Greed,4252.530453229236,0.8278221543521673,104.1328903654485,1.5260615003812106
Low Leverage,Neutral,2121.3109762867925,0.8381370826010545,128.85283018867923,2.4566975066495953
